Data Terms of Use,https://www.edf.org/airqualitymaps/download-oakland-air-pollution-data ,,,
Longitude,Latitude,NO Value,NO2 Value,BC Value
-122.1295661,37.71260694,20.00000109,21.06865334,1.395176697
-122.1295142,37.68496739,64.14565914,32.60853161,1.832387824
-122.1294354,37.6849132,64.00000304,30.70844193,2.207886696
-122.1294256,37.68464063,29.28571509,24.2031556,1.725665543
-122.1293861,37.68452994,24.56140387,17.00766701,1.506833505
-122.1293501,37.71278937,35.21666698,20.43057886,1.088131571
-122.1293221,37.71241854,19.64650484,20.58266716,1.005147293
-122.1291783,37.68473615,62.14285961,32.62956509,2.2631611
-122.1291755,37.68445736,26.50724654,24.89213316,1.607482861
-122.1291063,37.71260074,34.33333508,19.20955166,1.249043112
-122.12907,37.71223695,22.4454886,20.58266716,0.594711822
-122.1289212,37.68455911,59.55751809,32.45000065,2.130854239
-122.12892,37.68427881,25.83333297,23.59891034,1.381939656
-122.1288537,37.71241962,37.00000048,20.17105263,1.065863013
-122.1288099,37.71206265,17.9999996,19.91309275,0.859747122
-122.1286632,37.68438282,62.23958335,32.16699982,1.56562743
-122.1286623,37.68410234,32.48620892,24.10612838,1.571164587
-122.1285933,37.71224558,36.57407452,19.05643345,0.975742601
-122.1285429,37.71189504,22.10526304,23.37317297,0.706951972
-122.1284056,37.68392487,31.84633396,23.80567579,1.530650844
-122.1284051,37.68420669,61.49999984,31.62368205,1.859472065
-122.1283251,37.7120792,33.7777778,19.05198827,0.917111017
-122.1282698,37.71173376,20.44444448,19.78564488,0.628874557
-122.1281489,37.68374739,32.47058852,24.47894775,1.251319211
-122.1281469,37.68403056,77.26020301,31.64850044,1.912592568
-122.1280513,37.71191864,32.00000152,19.046369,1.230557435
-122.1279897,37.71158024,22.32911362,20.70743645,0.647933027
-122.1278923,37.68356992,31.29615704,23.3692006,1.461388423
-122.1278888,37.68385443,66.50000252,31.35967936,2.004954995
-122.1277708,37.71176563,30.99999949,19.33518435,1.157633358
-122.1277051,37.71143197,18.14062441,20.91200066,0.419992869
-122.1276356,37.68339244,32.81579059,22.92005603,1.326682192
-122.1276307,37.6836783,69.42857323,31.46002169,2.209660384
-122.1275892,37.71137198,21.08108061,20.74944255,0.597792892
-122.1274853,37.71161847,31.30769214,19.70610488,0.830343142
-122.1274812,37.68374317,69.02631588,34.64207536,1.811440758
-122.1274599,37.71163626,33.50000067,17.39193498,0.714224954
-122.127416,37.7112894,19.82258029,22.53172385,0.777042305
-122.1273789,37.68321497,34.2249575,22.70772208,1.145679857
-122.1273725,37.68350217,65.35416593,32.19266778,2.01853408
-122.1273287,37.71119794,24.00000021,19.65800095,0.607936548
-122.1272519,37.68354348,61.14238472,30.31822454,1.602824866
-122.1271988,37.71147251,32.00000152,22.14168914,0.713889699
-122.1271525,37.71152024,43.51648328,17.56910334,0.871091739
-122.1271228,37.71115213,24.00000021,24.20412642,1.002195598
-122.1271223,37.68303749,32.72200821,22.25304005,1.229977876
-122.1271144,37.68332604,79.58823486,38.60081914,2.141305199
-122.1270664,37.7110257,27.9756093,19.58699989,1.417212385
-122.1270225,37.68334379,58.6813197,31.79581815,2.471571786
-122.1270144,37.68280396,18.94117706,21.55233311,0.771702894
-122.1269123,37.71132654,32.58620672,19.4757759,1.12527563
-122.1268656,37.68286001,38.87593901,21.5054206,1.182172127
-122.1268578,37.68314852,76.44444704,39.174365,1.822904272
-122.1268465,37.71140195,29.3587547,16.96341964,0.626047626
-122.1268279,37.71101703,23.13346183,23.02642698,0.663925915
-122.1267931,37.68314411,61.22666836,33.78494714,1.519713671
-122.1267878,37.71087041,21.80769219,25.44003041,0.668997361
-122.126737,37.68264744,28.35972834,24.50628898,0.767073791
-122.1266258,37.71118058,32.00000152,20.94501217,0.874156053
-122.126609,37.68268254,36.16666561,22.4455272,1.306544041
-122.1266016,37.68297067,56.74666484,30.51785365,1.903338199
-122.1265637,37.68294442,72.5526975,37.72116982,1.581506063
-122.126554,37.71126381,26.10526273,17.77922091,2.576662699
-122.1265331,37.71088194,22.66455683,21.51891394,0.628495872
-122.1264554,37.68249579,27.29032141,22.40289387,0.751552459
-122.1263523,37.68250506,36.47995111,23.93169117,1.176214575
-122.1263448,37.68279329,76.49999857,32.82300186,1.933793172
-122.1263393,37.71103461,30.29999988,20.29868462,0.891009008
-122.1262592,37.71112866,25.1151942,17.77922091,0.022001154
-122.1262383,37.71074684,20.58823538,20.24869718,0.78774931
-122.126172,37.68234624,44.21052807,21.02799988,0.753303906
-122.1260956,37.68232758,35.85294075,22.37244398,1.146200396
-122.1260879,37.68261598,68.47291034,33.85055422,1.746854787
-122.1260528,37.71088865,28.03448311,20.4742684,0.891748465
-122.1259487,37.7106049,21.29166628,20.72333112,0.550622871
-122.1258396,37.68214952,43.00000146,24.41366097,1.36023717
-122.1258311,37.68243868,72.38235248,35.36768462,1.718265504
-122.1257663,37.71074268,23.95833328,18.52807843,1.005662714
-122.1256638,37.71045698,20.69791661,20.6926765,0.521449063
-122.1255843,37.68197084,42.24561547,25.0015113,1.25754832
-122.1255742,37.68226138,72.22282462,35.36768462,1.861753408
-122.1254826,37.71059342,23.00000004,17.59331632,1.114259109
-122.1253842,37.71030292,21.99999988,20.4272764,0.659735034
-122.125329,37.68179216,39.76744188,24.87782211,1.387177721
-122.1253174,37.68208407,69.94117446,33.37357352,1.869055581
-122.1252042,37.71043791,23.59615453,17.98697801,0.961027515
-122.1251095,37.71014326,19.40769217,20.49655283,0.974392233
-122.1250736,37.68161348,46.05555599,26.43550061,1.491365017
-122.1250605,37.68190677,73.55882436,33.43093294,1.772182685
-122.1249314,37.71027625,23.43333258,18.07243266,0.956585981
-122.1248415,37.70997671,17.48648646,20.00175221,1.193075741
-122.1248183,37.6814348,52.17391188,28.6362026,1.642289604
-122.1248037,37.68172946,68.63312644,32.99284282,1.855689395
-122.1246638,37.71010925,25.89999965,18.88225366,0.729412291
-122.1245808,37.70980293,18.99999939,20.66435578,0.811354835
-122.124563,37.68125612,50.99999905,28.68191288,1.652925387
-122.1245469,37.68155215,67.27634715,32.5939559,1.97194843
-122.1244028,37.70993573,23.57142844,18.36858146,0.732485953
-122.1243415,37.68104523,63.6774185,30.530458,1.713594994
-122.1243277,37.70962219,18.99999939,19.87578936,1.066017032
-122.1243076,37.68107744,46.6948513,27.71455765,1.433328
-122.12429,37.68137485,75.56522087,31.98542397,1.760086315
-122.1242742,37.70974325,31.65797817,18.84427931,1.049945354
-122.1241491,37.70975559,20.530702,18.48969721,0.782955305
-122.1241228,37.68125231,75.99999756,36.1726516,2.436066784
-122.1240798,37.70943695,18.15562208,20.19844617,0.916310506
-122.1240515,37.68089951,45.00000072,28.73544229,1.507932571
-122.1240332,37.68119754,73.55882436,31.78509284,1.892808484
-122.1239004,37.70957095,27.0000007,18.31799322,0.859260251
-122.1238369,37.70924758,27.08333374,21.11578928,1.608528959
-122.1237947,37.6807221,49.51612826,28.03531469,1.463210923
-122.1237765,37.6810201,71.91666476,32.19664708,2.140730585
-122.1236579,37.70938126,23.33333338,18.6940821,0.869785648
-122.123594,37.7090582,25.59374965,20.78783414,0.739548594
-122.123538,37.6805447,48.00000042,28.73665886,1.710512205
-122.1235198,37.68084265,65.47826253,31.82339525,2.049400752
-122.1234154,37.70919157,23.36813138,16.77300072,0.3829643
-122.1233511,37.70886882,25.90909041,20.14007371,0.972063827
-122.1232813,37.68036729,46.61960107,30.87949944,1.659635388
-122.1232631,37.68066519,62.80495638,32.25955638,1.948624744
-122.1231729,37.70900188,18.50000038,18.63865177,1.500676019
-122.1231082,37.70867945,28.29999961,21.14036542,0.85432751
-122.1230246,37.68018989,67.31159832,30.80309822,1.601687703
-122.1230064,37.68048774,58.82608858,34.23353244,2.232876379
-122.1229304,37.70881219,23.91304383,18.08948015,0.832304432
-122.1228679,37.70848794,23.00000004,21.19153718,1.645428868
-122.1227678,37.68001248,48.99999872,31.60843301,1.457248731
-122.122767,37.70834642,28.99999917,23.3209,1.344878997
-122.1227498,37.68031028,61.7947369,31.92454183,1.911146005
-122.1226906,37.70862033,17.59090898,17.44824827,1.032241149
-122.1226832,37.70860832,22.1868125,17.9261498,0.574245795
-122.1226283,37.70829599,35.99999845,21.67342766,1.535059276
-122.1225343,37.70858825,16.00000076,16.79982813,2.039757158
-122.1225111,37.67983507,56.64705934,30.33724064,1.886660246
-122.1224931,37.68013282,61.54308974,31.85886574,1.869834976
-122.1224513,37.70842805,18.99999939,16.18794989,1.467602968
-122.1223886,37.70810404,32.45454502,21.97412628,1.348737384
-122.1222544,37.67965766,39.1111109,31.16174984,1.389615269
-122.1222364,37.67995537,64.61538293,31.53517926,1.642097029
-122.122212,37.70823578,19.04082681,18.55500031,1.114708025
-122.1221488,37.70791217,32.00000152,21.49711602,1.139221581
-122.1219976,37.67948025,41.07142799,30.03749943,1.40406892
-122.1219797,37.67977791,71.50000334,31.59679159,1.862054538
-122.1219726,37.7080436,15.1848156,18.04736853,0.241469768
-122.1219076,37.70772144,25.25806517,21.55977101,0.883534802
-122.1217409,37.67930284,43.99999976,28.19199944,1.460991715
-122.1217315,37.70785281,19.93358779,18.72900009,1.055086181
-122.1217231,37.67960045,60.49999967,31.49796375,1.533783684
-122.1216602,37.70753573,35.99999845,22.00552401,0.842415766
-122.1214842,37.67912543,52.13114693,28.1108412,1.502167081
-122.1214837,37.70766743,14.77272745,18.31294742,1.298973522
-122.1214664,37.67942299,68.57142999,32.42932959,1.738257515
-122.1214044,37.70735746,35.00000015,22.0144069,0.777389
-122.1213039,37.70712549,47.84810317,26.36980954,2.078183221
-122.1212275,37.67894802,57.04917869,28.01353569,1.778936464
-122.1212259,37.70749098,16.24390174,16.95116582,0.433594063
-122.1212097,37.67924553,66.3235313,31.78999996,1.748101857
-122.121138,37.70718944,35.00000015,24.35186388,1.047965347
-122.1210211,37.70697509,39.23076835,26.17367638,1.382272959
-122.1209708,37.67877061,47.31048402,27.76099968,1.890531209
-122.120958,37.70732443,14.78241794,17.72867586,1.011926872
-122.1209531,37.67906807,69.67391398,31.99750042,1.839831948
-122.1208613,37.70703209,40.82812602,24.88797417,0.633923413
-122.120731,37.70683384,35.00000015,24.52047045,0.526489415
-122.120714,37.6785932,44.11764607,28.62493034,1.588983024
-122.1206964,37.67889061,73.35263118,31.93625846,1.645302281
-122.1206788,37.70717,16.4107145,18.1546204,1.291379228
-122.1205751,37.70688595,36.24999919,21.99595821,1.47859796
-122.1204575,37.67841564,52.00000107,28.0582556,1.564728676
-122.1204393,37.67871354,68.3742705,32.30679724,1.849276275
-122.1204274,37.70671185,47.99999855,29.05714199,1.866843178
-122.1203922,37.70702416,15.16483519,17.83549099,0.822513614
-122.120282,37.70674874,33.72973133,21.42151799,1.247597068
-122.1202007,37.67823831,42.47747689,28.0582556,1.720371953
-122.1201771,37.67854126,65.98684079,32.74998248,1.722102721
-122.1201144,37.70660576,29.1200006,22.64594079,0.786121073
-122.120099,37.70688711,14.83608078,18.1481842,0.903802179
-122.1199855,37.70661594,40.59999883,21.99831517,0.168806986
-122.1199423,37.67806244,48.38407386,28.31755421,1.616357627
-122.1199131,37.67837075,72.09824568,33.16706985,1.837296793
-122.1198021,37.70675485,18.18103495,18.2156915,0.7327695
-122.1197995,37.70650324,30.73529472,22.75370348,1.309222195
-122.1196891,37.70648314,39.46808464,25.13857362,0.949047009
-122.1196813,37.67788909,46.36794151,28.27408546,1.716887593
-122.1196469,37.6782024,68.72727515,33.17017546,1.723557813
-122.1195046,37.70662367,14.47956036,17.22828552,0.729384482
-122.1194171,37.67771869,49.07987982,28.59146362,1.442811525
-122.1193923,37.70635082,35.44460267,23.13299942,0.990921818
-122.1193793,37.67803546,64.39999965,32.52500153,1.921909436
-122.119207,37.7064925,18.77116677,17.11158207,0.339102341
-122.1191502,37.67755111,55.38461759,28.59146362,1.635649133
-122.1191282,37.70659517,10.74837968,16.49154937,0.768440129
-122.1191114,37.67786886,65.0434818,32.75500107,1.678442301
-122.1190952,37.70621888,36.31818057,22.93705258,1.41135941
-122.1189094,37.70636133,21.66666618,19.74974203,1.142668168
-122.1188828,37.67738397,47.09684619,28.8416156,1.349529803
-122.1188458,37.70644427,8.561576761,14.2944511,0.31686887
-122.1188431,37.6777026,74.01818227,32.75500107,1.678337672
-122.1187982,37.70608694,39.70588393,22.80894754,1.29008225
-122.1186154,37.67721682,44.48841655,28.75784159,1.380165597
-122.1186118,37.70623016,21.68965635,20.77599907,0.653223097
-122.1185748,37.67753634,72.99999893,33.00099945,1.658438766
-122.1185655,37.70629102,8.63265269,14.17760896,0.606280784
-122.118501,37.70595519,38.35483977,21.99629836,0.920111441
-122.118348,37.67704968,52.00000107,26.95617423,1.614002681
-122.1183151,37.70609779,16.5925931,17.82330098,0.611620486
-122.1183066,37.67737008,69.44736623,33.30472529,1.810076461
-122.1182866,37.70613608,9.774881464,14.25421617,0.497923911
-122.118204,37.70582328,46.96875153,24.13983465,1.206923616
-122.1180836,37.67687955,48.02941208,26.7148481,1.694370469
-122.1180387,37.67720338,64.67241344,33.55382731,1.481910636
-122.1180199,37.70596325,15.6931222,18.55506366,1.162037587
-122.1180077,37.70598109,14.00000043,14.46224989,0.814494851
-122.1179108,37.70568593,47.66279078,24.12201265,1.454119754
-122.1178206,37.67670806,57.61290137,28.24133323,1.649017201
-122.1177746,37.67703296,64.1379296,33.74100113,1.775974644
-122.1177289,37.70582609,17.60714381,18.91768405,0.936277505
-122.1177272,37.70582527,17.07142921,17.96092867,1.062653858
-122.1176199,37.70554562,56.00000173,26.67848938,1.238180803
-122.1175647,37.67652989,59.45946035,35.11216318,2.254216671
-122.1175213,37.67655566,43.22806994,26.74421009,1.986564528
-122.1175132,37.67686003,65.33333535,33.74100113,1.642013828
-122.1174391,37.70568143,16.24999964,18.73865895,1.282974489
-122.1173306,37.70540333,57.99999833,27.05375385,1.218473067
-122.1173099,37.67635079,59.52941144,28.44643304,1.925982118
-122.1172557,37.67668332,65.22368432,31.03772922,1.733447764
-122.1172177,37.67667765,63.92420986,35.80599976,1.843385369
-122.1171511,37.70553727,17.99999923,16.57354026,0.505215061
-122.1170561,37.67617072,63.99999724,29.26357541,1.726571977
-122.117043,37.70525872,48.64516229,27.05375385,1.546361392
-122.1170015,37.67650364,61.11333452,33.96599922,1.762229603
-122.1168643,37.70539176,17.74320428,16.9260006,1.146551333
-122.1168061,37.67598737,64.00000304,29.42808291,1.677286059
-122.116758,37.70511104,63.99999931,28.65888513,2.107542753
-122.1167495,37.67632203,56.48512507,35.09400177,1.512802652
-122.1167448,37.70517992,23.79310349,18.12318574,1.142647405
-122.116579,37.70524444,21.66666618,16.72457043,0.908251413
-122.1165584,37.67580205,59.00000036,28.86487553,1.928989188
-122.116501,37.67613741,57.3333336,35.3219986,1.855108269
-122.1164759,37.70495972,53.31818048,26.29198537,1.012794656
-122.1163152,37.67561306,64.99999762,30.01649952,1.718688472
-122.116297,37.7050931,22.00000004,17.6448947,0.916515359
-122.1162546,37.67595096,59.34308193,35.42766123,1.703902758
-122.1161968,37.70480513,57.06451677,27.12426787,1.305087653
-122.1160719,37.67542406,59.40182809,30.04510283,1.727657493
-122.1160173,37.70493904,21.65277719,16.34479491,1.053321234
-122.1160107,37.67576252,57.26316101,35.30164817,1.796057917
-122.11592,37.70464775,55.19354872,27.21470401,1.212731789
-122.1158286,37.67523507,59.14705882,30.19755991,1.602157638
-122.1157667,37.67557409,61.22666836,34.44949913,1.58437018
-122.1157398,37.70478253,21.40322589,17.32368791,1.436886108
-122.1156456,37.70448792,51.80000067,27.2647349,0.80108358
-122.1155813,37.67504945,67.0952396,32.6212492,2.07069518
-122.1155228,37.67538565,59.78947564,34.36600113,1.756150821
-122.1154649,37.70462322,21.75000019,16.52876666,0.851976294
-122.1153734,37.7043256,53.99999991,27.29229775,1.410949945
-122.115331,37.67486637,75.34883916,33.30845775,1.567863711
-122.1152788,37.67519722,58.1052617,33.58313837,1.563123229
-122.1151936,37.70445998,22.35326082,16.23193225,1.341227548
-122.1151025,37.70416199,46.36075947,26.4874154,0.991956679
-122.1150762,37.67468724,78.00000161,34.1868134,1.988381909
-122.1150493,37.67499838,60.01531381,34.14099884,1.740703571
-122.1149235,37.70429551,26.78571468,18.20978374,0.801220307
-122.1148329,37.70399698,48.00000042,29.16305884,0.914780298
-122.114822,37.67482539,61.00000069,33.99300003,1.762919073
-122.1148207,37.67450873,83.94736797,33.50738218,2.102468348
-122.1146541,37.70413027,27.03846067,17.1350001,0.765473825
-122.1145749,37.67463955,74.24999885,33.27061849,1.633944695
-122.1145647,37.67433063,80.89473589,34.17865728,1.808994734
-122.1145641,37.70383119,44.3541659,26.63396506,1.246298661
-122.114385,37.70396479,24.58181869,18.69624081,1.014894977
-122.1143247,37.67445643,60.65934078,33.05862032,1.783758054
-122.1143088,37.67415254,78.23529614,33.22550422,1.810427259
-122.1142976,37.70366299,42.80952258,25.4574145,1.648202442
-122.114207,37.70389344,27.66956474,13.16364525,1.315855007
-122.1141162,37.70379893,22.7368427,20.91418621,0.935682522
-122.1140691,37.67427808,61.18565787,33.07241243,1.314040789
-122.1140528,37.67397445,70.46511873,33.14598361,1.565621537
-122.1140312,37.70349478,37.09090941,25.04597701,0.890774388
-122.1139154,37.70375395,25.9272723,14.00800037,0.705894253
-122.1138475,37.70363306,27.61363678,18.69146262,1.201347964
-122.1138118,37.67410119,62.91764571,32.29917436,1.440454099
-122.1137969,37.67379636,68.3263323,32.00322103,1.603351555
-122.1137651,37.70332621,34.71999943,25.33245405,1.224184005
-122.1136272,37.70361032,23.43333258,14.75492877,1.001888327
-122.1135791,37.70346687,22.92517492,16.45786499,0.932880244
-122.1135539,37.67392488,58.15833505,33.39065571,1.525168506
-122.1135411,37.67361808,66.61422603,31.82885916,1.528377628
-122.1134994,37.70315735,36.16666572,25.52880483,1.036954045
-122.1133506,37.70345289,23.97959219,17.79193618,0.926436462
-122.1133108,37.70330048,27.76551753,16.25992148,1.21677815
-122.1132981,37.67374668,63.25000115,33.6969986,1.364565837
-122.113286,37.67343922,64.18604664,31.58672582,1.605605564
-122.1132322,37.70298988,39.0000008,27.24435958,0.913208216
-122.1130721,37.70329756,22.73970354,14.89832119,0.4438839
-122.1130451,37.67356588,58.29999931,33.70000076,1.51700612
-122.1130419,37.70313479,26.0798548,20.96284908,1.455885528
-122.1130375,37.67325462,60.73180912,31.21053375,1.614293575
-122.1129648,37.70282269,37.05882303,26.83957977,0.954643568
-122.11295,37.70281347,40.80000222,25.38619919,1.328019084
-122.1127983,37.67337985,57.00000003,31.7061307,1.750853567
-122.1127942,37.67306575,50.93023181,30.94608135,1.419248204
-122.1127893,37.70314714,21.25663206,12.99170962,0.893265618
-122.1127729,37.70296916,23.54809467,16.61908218,1.190681035
-122.1127125,37.70261982,42.25000087,25.47724546,1.0688306
-122.1126976,37.7026552,30.10520896,21.76111025,0.687942038
-122.1125569,37.67287204,55.76584707,30.69799995,1.376950298
-122.112555,37.67319091,59.86207081,32.35849753,1.652427263
-122.1125039,37.70280363,20.47767799,19.52347907,1.18055548
-122.112475,37.70242616,27.97727401,25.86007946,1.039836728
-122.11243,37.70248816,29.85937535,22.15250705,0.514416683
-122.1123253,37.672674,46.99999923,29.70404281,1.701793456
-122.1123168,37.67299793,60.63157634,31.67362774,1.512481936
-122.1122345,37.70263836,24.70588202,17.96042899,0.928720044
-122.1121617,37.70232191,25.48437522,23.19660034,1.031967935
-122.1120987,37.67247243,56.85484097,29.35234764,1.16961174
-122.1120876,37.67279813,55.0517242,30.35999973,1.408042492
-122.1119649,37.70247337,17.60714381,16.80507401,1.082380442
-122.1118933,37.70215566,27.9756093,22.909888,1.055868428
-122.1118782,37.67226651,51.58144772,28.99066619,1.386727131
-122.1118626,37.67259542,58.3932907,30.60962854,1.7884974
-122.1116953,37.70230838,19.08695601,16.07064906,0.872497554
-122.1116656,37.6720555,47.41687921,28.94422277,1.433790344
-122.1116425,37.67238928,58.7229617,30.39788487,1.494694312
-122.1116249,37.70198941,23.61904874,22.14525238,0.844449577
-122.1114588,37.67184089,48.00000099,28.87957387,1.441459726
-122.1114327,37.67217642,62.62347963,30.77056994,1.727406979
-122.1114257,37.70214339,23.26773502,19.33362961,1.192042947
-122.1113566,37.70182315,25.4318181,24.69099998,1.463580536
-122.1112587,37.67162223,39.98550794,28.93799973,1.416756152
-122.1112276,37.6719608,58.70897941,30.6124311,1.360869636
-122.1111561,37.7019784,16.73529483,17.73568171,0.99522676
-122.1110882,37.7016569,23.36620843,21.97682662,1.114354007
-122.1110655,37.67139972,43.57079353,28.52734712,1.23069731
-122.1110279,37.67174188,56.82352799,31.07914189,1.743301948
-122.1108865,37.70181341,17.333334,16.94809044,0.977206366
-122.1108794,37.67117345,37.82890339,28.22926859,1.04949209
-122.1108347,37.67151936,60.26087053,30.29851768,1.912721803
-122.1108198,37.70149065,27.49999985,22.93355887,0.613676766
-122.1106993,37.6709441,36.91731342,28.01067073,1.156368032
-122.1106482,37.67129332,60.63157634,31.15015801,1.669221321
-122.1106169,37.70164841,14.41064234,16.57305306,0.932176179
-122.1105515,37.7013244,26.88073382,21.94334634,0.627269608
-122.1105306,37.67070934,39.84965407,27.39030487,1.275731085
-122.1104683,37.67106385,57.00000047,31.20341898,1.509219706
-122.1103695,37.67047126,39.40048873,26.96134324,1.160729719
-122.1103474,37.70148342,17.78181768,18.2756908,0.972796421
-122.1103018,37.67082814,61.4679076,32.9329512,1.596713361
-122.1102831,37.70115814,25.04587167,21.58249601,0.611822385
-122.1102147,37.67023049,39.62673422,26.87421049,1.318995906
-122.1101409,37.67058994,55.70341543,33.49920626,1.3435536
-122.1100778,37.70131843,18.13265238,15.48866025,0.384823067
-122.1100624,37.66998874,33.69565351,26.43462332,1.205103571
-122.1100147,37.70099189,24.0011087,21.91824013,0.596050894
-122.109985,37.67034964,53.39130306,33.49920626,1.519587622
-122.1099103,37.6697469,36.60000041,26.48719955,1.325381632
-122.1098306,37.67010869,60.88095256,33.89260758,1.483587027
-122.1098126,37.66959163,36.94117602,25.98712774,1.677868913
-122.1098086,37.70115302,16.37692276,17.12599025,0.690455877
-122.1097588,37.66950479,33.69565351,23.46693856,1.256500026
-122.109751,37.70082101,26.03853289,21.58643548,0.619099693
-122.1096855,37.66934083,38.87692266,25.88899324,1.119005344
-122.1096768,37.66986755,61.9738117,33.89303838,1.204341958
-122.1096087,37.66926218,34.99999908,24.0261218,1.383323276
-122.1095584,37.66909003,30.84883674,26.44258391,1.364280913
-122.1095442,37.7009828,16.00315134,16.53768439,0.360386116
-122.1095239,37.66962602,50.97970972,25.76631646,1.332799501
-122.1095151,37.66962484,60.80392085,34.2297754,1.452526237
-122.1094949,37.70064308,29.78048764,24.14900017,0.80752395
-122.1094586,37.66901956,32.40000084,26.11265377,1.538778856
-122.1094313,37.66883923,32.00000066,26.78582701,0.961690707
-122.1093736,37.66938346,55.47825927,32.52168523,1.348978281
-122.1093434,37.66939147,61.34553876,32.91434762,1.276648973
-122.1093084,37.66877694,30.98149927,25.90152461,1.333178043
-122.1093042,37.66858843,43.07692326,26.79293224,1.180682435
-122.1092875,37.70080538,17.26190502,16.53768439,1.224811847
-122.1092455,37.70045921,26.47058929,21.81539747,0.588114648
-122.1092233,37.6691409,69.06666756,33.74913643,1.231161705
-122.1091771,37.66833762,30.99999949,23.95647738,0.934364048
-122.1091716,37.6691581,50.52808063,24.50648247,1.593554967
-122.1091583,37.66853433,36.76470643,26.10516546,1.139262781
-122.109073,37.66889834,81.130254,34.64699936,1.583749847
-122.1090501,37.66808682,55.38461759,25.37505488,1.462220847
-122.1090348,37.70062426,17.45369287,17.1978913,0.573709489
-122.1090081,37.66829171,34.99999908,26.16448475,1.284933491
-122.1090019,37.70027042,28.51851836,22.38244611,1.086801831
-122.1089998,37.66892473,59.99999813,23.79284223,1.212882996
-122.1089228,37.66865578,56.46666636,33.04144757,1.700651136
-122.108858,37.66804909,41.00924647,27.35256572,1.518330041
-122.108828,37.66869136,59.17293203,21.59378725,1.305499227
-122.1087894,37.70043706,18.3676467,17.28377069,0.829569305
-122.1087725,37.66841322,62.46153873,34.77349854,1.211896951
-122.1087657,37.70007582,30.18436178,22.73651266,0.976681709
-122.1087079,37.66780648,35.08108129,25.70925711,1.281795049
-122.1086563,37.66845799,46.3114746,21.0547313,0.901231838
-122.1086222,37.66817066,58.29999931,32.70193158,1.454223276
-122.1086089,37.69994007,24.37499946,21.75975718,0.924214296
-122.1085577,37.66756386,35.16806693,25.47859093,1.090195363
-122.1085508,37.70024433,21.06818179,19.23261379,0.958576699
-122.1085401,37.70023533,17.64705843,15.81374513,1.505168694
-122.1085378,37.70034994,16.57142872,13.74803567,1.223207668
-122.1084719,37.66792809,55.17647196,31.96713262,1.549758717
-122.1084384,37.69960287,32.99999982,24.71559906,0.640142482
-122.1084076,37.66732124,40.8670065,23.07347583,1.030384349
-122.1083883,37.69987031,20.5000004,21.18999958,0.954777627
-122.1083872,37.69973504,29.28431432,21.75971235,0.739834731
-122.1083383,37.70013775,12.63157906,12.15180353,1.014032568
-122.1083216,37.66768553,54.10504243,31.74648459,1.278576012
-122.1083093,37.70003669,27.03846067,24.16107487,0.932778639
-122.1082721,37.70005884,17.19138804,17.42610169,1.287953092
-122.1082575,37.66707862,36.76470643,21.94446909,0.925768984
-122.1081727,37.69952512,25.91090905,21.52313167,1.532856484
-122.1081714,37.66744297,59.21052622,30.82542964,1.757818892
-122.1081596,37.69951217,19.83593719,21.28396236,0.378253299
-122.1081073,37.66683601,26.4705871,20.15897722,1.034937965
-122.1080873,37.69983178,19.36842109,16.76709102,1.67016966
-122.1080211,37.66720041,57.39285726,32.18914268,1.464126227
-122.1079572,37.66659339,27.35294073,19.48118912,1.01585261
-122.107952,37.69929796,25.85294136,21.2284283,1.42664605
-122.1079505,37.66629387,18.30952331,11.9522759,0.697976078
-122.1078993,37.69965231,16.54474067,18.45897503,1.147764833
-122.1078733,37.66645789,22.17194457,19.20853288,0.964224581
-122.1078708,37.66695785,62.05787633,32.18914268,1.718661259
-122.1077771,37.6662278,23.71504381,18.12133531,0.675489183
-122.1077523,37.69907901,26.47058764,21.43097837,0.697947594
-122.1077463,37.69884255,28.95454631,22.97484903,0.608173985
-122.1077227,37.66621546,21.76190505,19.47302082,0.714608028
-122.1077205,37.66671529,72.42105509,32.09328963,1.700449299
-122.1076885,37.69944017,16.48351673,16.33652597,1.281711828
-122.1076372,37.66607785,25.92063559,18.822405,1.027690274
-122.1075703,37.66647272,65.98496337,33.56029228,1.655128512
-122.1075536,37.69885955,23.8333332,20.88200089,1.14962738
-122.1075291,37.69863441,20.09091018,22.07327257,0.185413181
-122.1074894,37.66635325,57.71428772,27.2898703,1.965739262
-122.1074871,37.66583523,23.38461463,18.66102595,0.809543726
-122.1074854,37.69922324,22.19999904,17.53193842,0.690106901
-122.1074389,37.66625704,60.09999998,35.11649895,1.70493819
-122.1073548,37.69864009,23.12162159,21.40011597,1.138613641
-122.107337,37.6655926,24.73692861,17.73325872,0.527960975
-122.1073282,37.66611515,67.05520502,26.88363192,1.760564338
-122.1073195,37.69842141,23.24999987,21.75704089,0.316790509
-122.1072874,37.69900334,20.36560134,16.40600014,1.014340997
-122.1072423,37.66597469,60.92857197,33.58427567,1.436585389
-122.1071869,37.66534998,21.90476195,17.25544724,0.650945311
-122.107156,37.69842063,21.82909037,20.87068264,0.479479837
-122.1071154,37.69820508,23.99999946,23.3421112,1.002372113
-122.1070937,37.66573149,59.13928654,31.11727197,2.161803396
-122.1070894,37.69878345,20.14285687,18.60641056,1.015974926
-122.1070368,37.66510735,20.29411769,16.93793164,0.546241324
-122.1069573,37.69820117,24.70588312,22.54851035,0.404483697
-122.1069451,37.66548829,61.36956479,29.87000084,1.583620483
